,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
2408,man accused driving car group protesters virginia admitted leader ku klux klan propagandist confederate ideology commonwealths attorney says,6100.0,10700.0,1,1,3
2409,major league baseball proposes 76game season leagues latest idea save 2020 season espn reports players union hasnt approved,130.0,362.0,1,1,0
2410,bail set 125 million derek chauvin former minneapolis police officer accused murdering george floyd,1900.0,7000.0,0,0,3
2411,us went recession february national bureau economic research says ending longest economic expansion american history,592.0,1100.0,1,1,2
2412,dunkin nationwide coffee breakfast chain says plans hire 25000 employees us restaurants start reopen,311.0,1400.0,1,1,1
2413,24 children vermont tested positive coronavirus new outbreak reported last week,705.0,1400.0,0,0,2
2414,house senate democrats introduced police justice reform legislation includes requiring body dashboard cameras banning noknock warrants drug cases,424.0,1800.0,0,0,1
2415,new york mayor de blasio says indicators covid19 virus thresholds city enters phase one reopening follow live updates,114.0,569.0,0,0,1
2416,oil giant bp cut almost 15 workforce globally looks reduce costs result coronavirus pandemic follow live updates,166.0,405.0,0,0,0
2417,treasure chest filled gold rubies emeralds diamonds found rocky mountains collector hid prize decade ago says,831.0,2800.0,1,1,2
2418,sen mitt romney marched large group evangelical christians washington protest make sure people understand black lives matter said,1500.0,12000.0,0,0,3
2419,bail set 125 million derek chauvin former minneapolis police officer accused murdering george floyd,1900.0,7000.0,1,0,3
2420,us went recession february national bureau economic research says ending longest economic expansion american history,592.0,1100.0,1,1,2
2421,dunkin nationwide coffee breakfast chain says plans hire 25000 employees us restaurants start reopen,311.0,1400.0,1,1,1
2422,24 children vermont tested positive coronavirus new outbreak reported last week,705.0,1400.0,0,0,2
2423,house senate democrats introduced police justice reform legislation includes requiring body dashboard cameras banning noknock warrants drug cases,424.0,1800.0,0,0,1
2424,new york mayor de blasio says indicators covid19 virus thresholds city enters phase one reopening follow live updates,114.0,569.0,0,0,1
2425,oil giant bp cut almost 15 workforce globally looks reduce costs result coronavirus pandemic follow live updates,166.0,405.0,0,0,0
2426,treasure chest filled gold rubies emeralds diamonds found rocky mountains collector hid prize decade ago says,831.0,2800.0,1,1,2
2427,sen mitt romney marched large group evangelical christians washington protest make sure people understand black lives matter said,1500.0,12000.0,1,0,3
2428,tropical storm cristobal makes landfall near grand isle louisiana maximum sustained winds near 50 mph,280.0,598.0,1,0,0
2429,nine members minneapolis city council — vetoproof majority — say theyll start process defunding dismantling police department,4500.0,11700.0,1,0,3
2430,editor new york times editorial page james bennet resigned days publication controversial oped sen tom cotton drew significant criticism including dozens newspapers staffers,501.0,1700.0,1,1,2
2431,60yearold surfer died today bitten great white shark near kingscliff australia authorities say,362.0,993.0,1,1,2
2432,indian actor chiranjeevi sarja starred 20 films dies heart attack age 39 official says,170.0,610.0,1,1,1
2433,antiracism protesters bristol england pulled statue 17th century slave trader edward colston dumped nearby harbor police say looking video footage identify people responsible,2400.0,11200.0,1,0,3
2434,new york within parameters coronavirus cases hospitalizations needs start reopening monday mayor said,101.0,497.0,1,0,1
2435,former secretary state gen colin powell speaks jake tapper response us protests follow live updates,229.0,1000.0,1,1,1
2436,londons mayor expresses solidarity black lives matter protesters ahead planned demonstration,270.0,1600.0,1,0,1
2437,global coronavirus deaths top 400000,503.0,1000.0,0,0,2
2438,police seattle clearing protesters flash bangs following clashes near capitol hill neighborhood,543.0,1500.0,0,0,2
2439,thousands additional troops nations capital could leaving early monday according commander dc national guard,295.0,1500.0,1,1,2
2440,white house wanted 10000 active duty troops streets washington cities earlier week quell protesters defense officials pushed back idea source says,1500.0,4200.0,1,1,3
2441,george floyds brother philonise floyd testify congress wednesday house judiciary committee hearing police accountability source says,651.0,3400.0,1,1,2
2442,four nypd commanding officers brooklyn reassigned due handling protesters first days george floyd protests nyc official says,707.0,2700.0,0,0,3
2443,atlanta curfew tonight first time week mayor says,375.0,2300.0,1,0,2
2444,two suspended buffalo ny police officers plead guilty assaulting 75yearold man protest released without bail,4700.0,5600.0,1,1,3
2445,thousands people protested saturday london part black lives matter demonstration solidarity protests us,690.0,4200.0,1,0,2
2446,joe biden number delegates needed secure democratic presidential nomination partys convention august cnn projects,944.0,6000.0,1,1,3
2447,french military killed senior al qaeda terrorist operation northern mali wednesday according frances armed forces minister,397.0,2500.0,1,1,2
2448,nfl commissioner roger goodell says league listened players earlier racism concerns video response calls league condemn racism,1200.0,3400.0,0,0,3
2449,emergency services russia completed first stage major cleanup operation 20000 tons fuel spilled river,151.0,392.0,1,1,0
2450,minneapolis city council passed temporary restraining order citys police department bans use chokeholds requires police report intervene practice used,951.0,3600.0,0,0,2
2451,third americans surveyed us centers disease control prevention used kind risky cleaning practice stop spread covid19 cdc says,289.0,502.0,1,1,2
2452,former white house chief staff gen john kelly says agrees former defense secretary gen jim mattis warning trump first president lifetime try unite american people,2700.0,10400.0,1,1,3
2453,atlantas curfew moved 9 pm 8 pm tonight curfew lasts 6 remain effect sunday,206.0,583.0,0,0,1
2454,us stocks rocketed higher opening bell us labor department said america added 25 million jobs last month,196.0,849.0,0,0,2
2455,us unemployment rate surprisingly fell 133 may covid19 restrictions eased areas economy added 25 million jobs,318.0,1100.0,1,1,3
2456,two police officers suspended buffalo new york knocking elderly man protests,3900.0,18000.0,0,0,3
2457,jcpenney permanently closing 154 stores across 20 states summer part bankruptcy plan,428.0,1000.0,1,1,2
2458,president trump tweeted letter referred peaceful protesters forcibly dispersed park near white house monday evening terrorists,1900.0,3200.0,1,1,3
2459,minnesotas governor asking everyone protested death george floyd checked coronavirus,710.0,3000.0,0,0,3
2460,several protesters american civil liberties union filed lawsuit challenging federal use force disperse peaceful protest washington dc ahead president trumps photoop local church,1400.0,5300.0,1,1,3
2461,minneapolis park recreation board voted end relationship minneapolis police department,926.0,4900.0,0,0,2
2462,judge ruled three defendants ahmaud arbery case stand trial charges,6700.0,26400.0,1,0,2
2463,judge set bail three former minneapolis police officers charged george floyds death 1 million 750000 certain conditions including work law enforcement contact floyds family,538.0,1600.0,1,0,2
2464,nba’s board governors voted restart suspended 20192020 season 22 league’s 30 teams taking part decision considered players union need approve plan,114.0,314.0,1,1,0
2465,george floyds family friends gather remember life memorial service minneapolis follow live updates,502.0,2000.0,1,0,2
2466,attorney general barr defends tactics used push back protesters near white house,264.0,524.0,1,0,3
2467,curfew washington tonight citys police chief says wednesdays protests peaceful arrests made,1300.0,6800.0,1,0,2
2468,republican sen lisa murkowski says she’s “struggling” whether back trump november,1200.0,4000.0,1,1,3
2469,another 19 million workers filed initial unemployment aid last week according us department labor quarter labor force — 426 million people — claimed benefits since pandemic began,417.0,1000.0,1,1,2
2470,parents missing british girl madeleine mccann believe police announcement new suspect potentially significant development case,155.0,805.0,0,0,0
2471,attacker knife injured 37 children two adults elementary school southern china thursday according authorities 39 victims hospitalized none serious condition according statement,404.0,813.0,1,1,1
2472,california fire department battling wildfire near suisun city wildlife center san francisco bay area injuries public firefighters time according fire officials,135.0,420.0,1,1,0
2473,florida police department launched internal investigation video surfaced social media showing sarasota police officer kneeling mans neck arrest,2800.0,5800.0,1,1,3
2474,least 90 people arrested new york tonights protests according nypd,322.0,965.0,1,0,2
2475,johnny majors college football coach led university tennessee three sec championships university pittsburgh national championship died 85,107.0,450.0,1,1,0
2476,six atlanta police officers booked charges filed related tasing incident atlanta saturday night,2100.0,7300.0,1,0,3
2477,senate approved housepassed paycheck protection program reform bill help struggling small businesses clearing president trumps signature,192.0,622.0,1,1,0
2478,former minneapolis police officers charged connection death george floyd custody follow live updates,1200.0,4600.0,0,0,2
2479,walmart removing firearms ammunition sales floors stores following nationwide protests sparked death george floyd,2100.0,4600.0,1,1,3
2480,donald trump first president lifetime try unite american people—does even pretend try instead tries divide us exdefense secretary james mattis castigated former boss president trump statement,3300.0,11500.0,1,1,3
2481,senate intelligence committee quietly approved measure would require presidential campaigns report offers foreign election influence federal authorities move taken response russian election interference 2016 sources say,505.0,1900.0,1,1,1
2482,george floyds son quincy mason floyd says family wants justice father shouldnt killed like,276.0,1700.0,1,0,1
2483,british police investigating disappearance madeleine mccann identified new suspect 13 years 3yearold vanished portugal,662.0,1700.0,1,1,1
2484,minnesota attorney general increasing charges former minneapolis police officer derek chauvin seconddegree murder george floyds death also charging three officers involved incident sen amy klobuchar says,7300.0,13700.0,1,0,3
2485,says coronavirus mutating become dangerous doesnt mean pandemic isnt becoming dangerous,339.0,899.0,1,0,1
2486,committee recommends continued study hydroxychloroquine potential covid19 treatment,216.0,494.0,1,0,2
2487,benjamin crump attorney family george floyd says expects three officers charged accomplices floyds death,408.0,2100.0,1,0,1
2488,mark espers attempt distance president trumps view using military restore order went poorly white house already viewed shaky ground multiple people familiar matter said,308.0,899.0,1,1,2
2489,quincy mason floyd george floyds son visits site father died says want justice follow live updates,571.0,2900.0,1,0,2
2490,new covid19 study links obesity higher risk children getting severely ill,192.0,389.0,1,0,0
2491,new york state records lowest daily coronavirus death toll far 49 deaths reported tuesday gov andrew cuomo says,192.0,1100.0,1,0,1
2492,protesters plan stage sitin capitol hill,398.0,1900.0,1,0,1
2493,minnesota attorney generals office finishes initial review investigation four former police officers involved death george floyd rendered decision regarding additional charges follow live updates,441.0,731.0,1,0,1
2494,defense secretary mark esper says unaware trumps visit st johns church lafayette park monday night would turn photo opportunity,253.0,719.0,1,0,3
2495,us government says block chinese airlines flying us response says policy prevented us carriers service two countries,263.0,628.0,0,0,1
2496,secretary defense mark esper calls death george floyd horrible crime says officers scene day held accountable murder,607.0,2700.0,1,0,2
2497,cyclone nisarga made landfall wind speeds 110 kph 68 mph according india meteorological department covid19 patients among 100000 people evacuated cyclone advanced toward mumbai,81.0,239.0,1,1,0
2498,pope francis called death george floyd hands us police officers tragic said praying others lost lives result sin racism,1900.0,10400.0,1,1,3
2499,100000 people including covid19 patients evacuated lowlying coastal areas indias western states ahead cyclone set make landfall near mumbai,131.0,348.0,1,1,0
2500,british prime minister boris johnson promised provide path british citizenship potentially millions hong kongers china prepares impose draconian new national security law city,655.0,2700.0,0,0,2
2501,ella jones becomes first woman first black mayor ferguson missouri result comes nearly six years death black teen city set weeks nationwide protests outrage,2200.0,13900.0,1,1,2
2502,teresa leger fernandez defeat former cia operative valerie plame whose identity famously revealed leak scandal george w bush administration competitive primary race new mexico us house seat cnn projects,119.0,460.0,1,1,0
2503,los angeles police arresting protesters outside mayors residence,225.0,690.0,0,0,1
2504,iowa rep steve king ostracized republican congressional leaders making racist comments lost primary major upset cnn projects,704.0,4000.0,1,1,2
2505,small group protesters los angeles still demonstrating peacefully outside mayors residence hours curfew tensions rising following arrival police,358.0,1800.0,0,0,2
2506,oklahoma state linebacker amen ogbongbemiga says tested positive covid19 attending protest,783.0,1400.0,0,0,2
2507,new york protesters trapped manhattan bridge police waiting ends,1900.0,5000.0,0,0,3
2508,national guard washington dc investigating actions helicopters monday night says,573.0,2400.0,0,0,1
2509,peru reports 4800 new covid19 cases,216.0,523.0,0,0,1
2510,trump tweets st louis retired police captain killed last night looting incident,141.0,577.0,1,0,3
2511,president trump says gop forced find new state host convention north carolina standing coronavirus measures,562.0,2800.0,1,1,3
2512,national guard presence louisville reduced kentuckys governor says follow live updates,229.0,1200.0,0,0,1
2513,virginia begin phase two reopening friday governor says northern virginia richmond continue remain phase one follow live updates,84.0,394.0,0,0,1
2514,attorney general william barr gave order monday forcibly clear protesters ahead president trumps photoop near white house justice department official says,1000.0,1900.0,1,0,3
2515,wes unseld hall famer led thenwashington bullets franchises nba championship died family says 74,148.0,651.0,1,1,0
2516,minnesota department human rights launching civil rights investigation minneapolis police department governor says follow live updates,1000.0,4200.0,0,0,2
2517,warmer weather unlikely stop spread coronavirus director national institutes health says blog post follow live updates,529.0,1300.0,0,0,3
2518,washington mayor bowser announces another curfew beginning 7 pm tonight ending 6 follow live updates,200.0,730.0,1,0,2
2519,six atlanta police officers charged using excessive force arrest two college students protest saturday night fulton county district attorney paul howard announces,1500.0,5200.0,1,1,2
2520,crews historic old town alexandria removed bronze statue confederate soldier named appomattox one many controversial confederate monuments nationwide faced repeated demands removal,626.0,2900.0,0,0,2
2521,current track cristobal expected continue affect southern mexico next several days,165.0,425.0,1,1,0
2522,trump might also want open us constitution hed find thing called first amendment right people peaceably assemble joe biden says thats america using american military move american people,4800.0,16100.000000000002,1,0,3
2523,new york citys curfew remain place rest week mayor de blasio says begin 8 pm last 5,181.0,457.0,0,0,1
2524,cant breathe cant breathe george floyds last words didnt die joe biden says theyre still heard echoing across nation speak nation often color skin puts life risk fmr vp adds,1100.0,4400.0,0,0,3
2525,joe biden gives speech philadelphia civil unrest promises elected president wont traffic fear division follow live updates,581.0,3100.0,1,0,3
2526,george floyds family says memorial celebration life services held houston monday tuesday next week,490.0,2400.0,1,0,2
2527,us secret service closes several streets near white house vehicular traffic police tear gassed protesters last night follow live updates,662.0,1400.0,1,0,3
2528,eli lilly company says started first human trial antibody therapy designed treat novel coronavirus trial shows treatment effective covid19 could available autumn according company,533.0,1800.0,1,1,1
2529,manhattan district attorneys office investigating alleged assault wall street journal reporter covering george floyd protests members new york police department spokesman office tells cnn,474.0,1700.0,1,1,2
2530,least four officers st louis police department missouri struck gunfire monday night department says,393.0,1100.0,1,1,3
2531,legendary auburn football coach pat dye one winningest coaches school history died monday,87.0,349.0,0,0,0
2532,nyc curfew 11 pm marking first time city instituted restriction unrest george floyds death follow live updates,378.0,951.0,1,0,2
2533,independent autopsy death george floyd found died asphyxiation sustained pressure contradicts county medical examiners preliminary report,10100.0,18200.0,1,1,3
2534,minnesota gov walz says signed executive order extend curfews two days effect 1000 pm 400 local time follow live updates,135.0,472.0,1,0,1
2535,trump told us governors meeting today need dominate violent protesters weak said,3600.0,5400.0,1,1,3
2536,new york city mayor de blasio says protesting city peaceful late evening protests peaceful acceptable follow live updates,189.0,750.0,1,0,2
2537,curfews beverly hills santa monica california start 1 pm pt today business districts 4 pm pt citywide following weekend protests looting follow updates,1100.0,1600.0,1,0,2
2538,around 4000 people arrested across us since death george floyd sparked outrage nationwide protests according cnn’s tally,774.0,1900.0,1,1,3
2539,emotional response george floyds family minneapolis police chief says mind four officers involved black mans killing bear responsibility,1800.0,9100.0,1,1,3
2540,minnesota officials believe white supremacists attending demonstrations,3600.0,9600.0,1,0,3
2541,fires rage protesters face police firing tear gas pepper spray washington dc citys curfew began 11 pm,463.0,1500.0,1,0,2
2542,antitrump republican group lincoln project plans air new attack ad blasting presidents record race relations us,1000.0,5700.0,1,1,3
2543,minnesota attorney generals office take lead george floyd case prosecution former police officer derek chauvin,1600.0,6500.0,1,0,3
2544,two atlanta officers fired video shows tasing man using excessive force woman,1400.0,5200.0,1,0,2
2545,president trump briefly taken underground bunker protesters gathered outside white house friday night according white house official,3500.0,6700.0,1,1,3
2546,senior state department official recently tested positive covid19 returning diplomatic trip europe official says,14.0,22.0,0,0,0
2547,supreme court justice neil gorsuch rejects appeal minnesota republican delay congressional election february,139.0,648.0,0,0,0
2548,michigan judge struck ban open carry firearms polling places election day,466.0,705.0,0,0,3
2549,keith raniere founder group nxivm sentenced 120 years prison,563.0,2600.0,0,0,2
2550,justice amy coney barrett recited judicial oath swearingin ceremony administered chief justice john roberts,150.0,666.0,0,0,3
2551,us citizen abducted niger us state department confirms,185.0,407.0,0,0,1
2552,us justice department cant defend trump rape defamation suit brought e jean carroll federal judge rules,1000.0,6700.0,0,0,3
2553,100000 people mandatory evacuation orders wildfires southern california two fires burning control,441.0,1000.0,0,0,1
2554,seven people died least 70 injured blast religious seminary northern pakistani city peshawar according local authorities,151.0,503.0,0,0,1
2555,amy coney barrett sworn justice clarence thomas supreme court justice follow live updates,839.0,3400.0,1,0,3
2556,senate confirms amy coney barrett us supreme court 5248 vote solidifying courts conservative majority,1700.0,4100.0,1,0,3
2557,divided supreme court said monday mailin ballots wisconsin could counted received election day,402.0,793.0,1,1,2
2558,charles schwab laying 1000 employees weeks acquiring td ameritrade company says,251.0,515.0,1,1,1
2559,louisianas governor issues emergency declaration ahead hurricane zetas arrival storm forecast reach state near hurricane strength wednesday,263.0,586.0,1,1,1
2560,minnesota reporting three covid19 outbreaks related trump campaign events held september,4000.0,7700.0,1,0,3
2561,us stocks fall sharply covid19 lack stimulus bill weigh market,278.0,1000.0,1,1,2
2562,nfl star odell beckham jr tore ligament left knee cleveland browns game sunday miss rest season,88.0,464.0,1,0,0
2563,20 million people sort winter weather watch warning advisory snow ice storms spread southwest midwest,129.0,480.0,1,1,0
2564,60000 people irvine california ordered evacuate wildfire rapidly spreads area fire started morning burned 2000 acres,674.0,1100.0,1,1,1
2565,superintendent virginia military institute resigns state leaders call investigation culture ongoing structural racism school,328.0,1100.0,1,1,1
2566,may water moon previously thought could used resource upcoming missions researchers say,290.0,893.0,1,1,1
2567,secretary state pompeo investigated potentially violating law forbids federal employees engaging political activity duty rnc speech jerusalem,876.0,5000.0,1,1,3
2568,testing negative covid19 sen kelly loeffler plans attend vote today confirm amy coney barrett supreme court two loefflers staffers tested positive,221.0,585.0,1,1,2
2569,sixtime world champion lewis hamilton broken michael schumachers alltime formula one win record dominating portuguese grand prix,624.0,2900.0,1,1,1
2570,nancy pelosi says would seek another term speaker us house representatives democrats keep majority chamber election,763.0,5800.0,1,1,3
2571,white house chief staff mark meadows says us isnt going control pandemic cases surge nationally least five pence aides test positive,1300.0,2300.0,1,1,3
2572,another aide vice president pence diagnosed covid19 marking least three orbit test positive recent days,576.0,2100.0,1,0,3
2573,tropical depression east mexico strengthens tropical storm zeta could reach us gulf coast midweek,150.0,499.0,1,1,1
2574,marc short chief staff vice president mike pence diagnosed covid19 vice presidents office announced,434.0,1600.0,1,1,3
2575,lee kunhee chairman south korean electronics giant samsung died sunday age 78 company said,484.0,1300.0,1,1,1
2576,marty obst top adviser vp mike pence tested positive coronavirus week source says,515.0,2300.0,1,1,3
2577,national weather service issues red flag warning much northern california means damaging winds extremely low humidity pose severe risk wildfires,165.0,583.0,1,1,1
2578,sen lisa murkowski says shell vote put amy coney barrett supreme court republican backed waiting election fill seat,913.0,2100.0,1,1,3
2579,biden spoke drivein rally bucks county pennsylvania group appeared trump supporters nearby honked horns waved flags shouted four years,579.0,2700.0,1,0,3
2580,emerging voting early inperson florida president trump continued try cast doubt mailin voting,2000.0,7200.0,1,1,3
2581,russian hackers targeted state local governments successfully stolen data us officials say corrects previous tweet,185.0,508.0,1,1,1
2582,biden trump face final debate 2020 election follow along live updates fact checking candidates statements,140.0,633.0,1,0,2
2583,walmart filed lawsuit federal government asking court clarify company pharmacists responsible distribution improper opioid prescriptions,158.0,503.0,1,1,2
2584,russian statesponsored hackers targeted state local governments least two instances successfully stolen election data us national security officials say,528.0,1500.0,1,1,3
2585,us food drug administration approved remdesivir treatment coronavirus infection according drugs maker gilead sciences,436.0,1100.0,1,1,2
2586,president trump cast ballot saturday florida white house says,161.0,692.0,0,0,3
2587,cbs news calls white house violating agreement posting trumps full 60 minutes interview online ahead sunday air date,1000.0,5600.0,1,1,3
2588,goldman sachss malaysian subsidiary pleads guilty charges conspired violate antibribery laws,127.0,411.0,1,1,1
2589,floridas 5557 new infections marks states highest daily increase covid19 cases two months,380.0,900.0,1,0,2
2590,judge dismisses thirddegree murder charge exofficer derek chauvin george floyds death charges remain,689.0,1000.0,1,1,3
2591,democratic nominee joe biden tested negative covid19 ahead tonights final debate,388.0,5600.0,1,0,3
2592,category 1 hurricane epsilon make closest pass bermuda today,86.0,291.0,1,1,0
2593,germany require travelers arriving uk quarantine 14 days starting saturday according publicly released guidance,141.0,567.0,1,0,0
2594,moderna first company start us clinical trials covid19 vaccine finished enrolling 30000 participants,268.0,1100.0,1,1,2
2595,former us national security agency contractor edward snowden given permanent residency russia lawyer told staterun news agency ria novosti,671.0,2500.0,1,1,3
2596,russian health minister mikhail murashko selfisolating one family members tested positive covid19,78.0,397.0,1,0,1
2597,first space station crew launch pandemic returned earth,250.0,2000.0,1,1,2
2598,supreme court granted request state alabama prohibit voters casting ballots curbside,322.0,580.0,1,1,3
2599,ireland moved level 5 measures — europes strictest coronavirus lockdown,566.0,1800.0,1,0,2
2600,quibi app staked future short videos shutting six months launched,254.0,606.0,1,1,1
2601,investigators find mass grave searching 1921 tulsa race massacre victims havent confirmed whether remains belong victims,531.0,1400.0,1,1,1
2602,cdcs new definition close contact someone covid19 includes multiple brief exposures adding total 15 minutes spent six feet closer infected person,537.0,1000.0,1,0,2
2603,gov murphy wife tested negative coronavirus today hes canceling inperson events weekend continue test,70.0,474.0,0,0,0
2604,new jersey gov phil murphy says came contact someone tested positive covid19,164.0,669.0,1,0,2
2605,growing increasingly likely passing stimulus deal congress wait nov 3 elections according multiple sources parties,154.0,353.0,1,0,2
2606,pope francis declared support civil unions samesex couples first time,2700.0,15400.0,1,1,3
2607,oxycontin maker purdue pharma agrees plead guilty federal criminal charges pay 8 billion role us opioid crisis,911.0,2700.0,1,1,2
2608,member commission presidential debates says trumps attacks commission wrong rare rebuke member organization strives stay neutral,355.0,1900.0,1,1,3
2609,nfl announces eight positive covid19 tests among players latest round testing,157.0,344.0,1,0,1
2610,melania trump canceling first campaign appearance months feeling well continues recover covid19,815.0,3600.0,1,1,3
2611,president trump told white house chief staff mark meadows tweets declassifying russia documents werent order declassify release records according sworn statement,232.0,423.0,1,1,2
2612,foreign subsidiary berkshire hathaway appears violated us sanctions iran treasury department says,141.0,366.0,1,1,1
2613,new york city mayor bill de blasio says new york city reporting remarkable 017 covid19 positivity rate open schools,136.0,710.0,1,0,1
2614,vaccine scientist warns next four five months could one darkest chapters modern american history,2600.0,4400.0,1,0,3
2615,police captured peter madsen danish inventor found guilty mutilation murder swedish journalist kim wall briefly escaped jail near denmarks capital,203.0,830.0,1,1,0
2616,russia said willing agree freeze nuclear arsenals order extend key arms reduction treaty new start us pose requirements,190.0,507.0,1,1,2
2617,trump administration sue google largest antitrust case tech company two decades,287.0,837.0,1,1,2
2618,acclaimed actor jeff bridges announced twitter diagnosed lymphoma,582.0,2000.0,1,1,3
2619,nascar reinstates driver kyle larson six months suspended saying racial slur,140.0,369.0,1,1,2
2620,debate commission says mute bidens trumps microphones prevent interruptions gives twominute initial responses,1700.0,10800.0,1,0,3
2621,us supreme court rules mailin ballots pennsylvania count received within three days election day potential blow trump,1000.0,5300.0,1,1,3
2622,tropical storm epsilon formed atlantic ocean winds 40 mph forecast reach hurricane strength week could threaten bermuda,120.0,281.0,1,1,0
2623,supreme court take challenges trumps attempts use pentagon funds build border wall remain mexico asylum policy,273.0,985.0,1,1,2
2624,switzerland institutes nationwide mask mandate bans large public gatherings daily number new coronavirus cases grows rapid pace follow live updates,393.0,1300.0,1,0,1
2625,suspect barricaded building paramount studios lot according spokesman los angeles police department,259.0,545.0,1,1,1
2626,los angeles dodgers headed world series face tampa bay rays,288.0,1600.0,1,1,1
2627,chinas economy grew 49 last quarter sign countrys steady recovery pandemic rest world struggles cope,598.0,1500.0,1,1,3
2628,top trump administration official met assad regime damascus fall effort secure release american prisoners believed held syrian dictator two administration officials confirmed cnn,119.0,395.0,1,1,2
2629,federal judge strikes trump administration rule could stripped food stamps nearly 700000 unemployed people,2300.0,6900.0,1,1,3
2630,hiker missing utahs zion national park nearly two weeks found alive family says,1000.0,10100.0,1,1,3
2631,demonstrators hit streets france laud free speech slaying teacher used caricatures islams prophet muhammad class,247.0,1200.0,1,0,2
2632,house speaker nancy pelosi says treasury secretary steven mnuchin must reach agreement within 48 hours want pass coronavirus stimulus relief bill election day,623.0,2300.0,1,0,3
2633,coronavirus cases increasing 29 us states — two states reporting decreases according data johns hopkins university,511.0,1000.0,1,0,2
2634,university florida head football coach dan mullen says tested positive covid19,265.0,690.0,1,1,2
2635,university alabama football coach nick saban cleared coach tonights game georgia testing negative coronavirus three days row school says,84.0,459.0,1,0,1
2636,movie theaters new york state — new york city areas high covid19 rates — open next week gov cuomo says,123.0,438.0,1,0,2
2637,us reported least 69000 new coronavirus cases yesterday day since july,961.0,1300.0,1,1,3
2638,three people injured explosion harrisonburg virginia firefighters working contain fire,192.0,435.0,1,1,0
2639,us sets dates two federal executions early december including first execution woman since 1953,295.0,561.0,1,1,2
2640,new zealand pm jacinda ardern wins second term landslide election victory,4900.0,35800.0,1,1,3
2641,jacinda ardern looks set win second term new zealands prime minister preliminary results indicating success handling countrys coronavirus outbreak secured landslide victory,935.0,5600.0,1,1,2
2642,minnesota department health says far traced 20 cases covid19 back rally held president trump bemidji last month related events,2700.0,6700.0,1,0,3
2643,supreme court take president trumps effort exclude undocumented immigrants counted congressional seats reallocated next year based 2020 census data,181.0,353.0,1,1,3
2644,initially denying request trump reversed course approved californias request disaster declaration help combat recordsetting fires,438.0,1300.0,1,1,3
2645,former official los angeles angels baseball team indicted drug distribution charges 2019 fentanyl overdose death angels pitcher tyler skaggs,174.0,369.0,1,1,1
2646,eighteen members yale universitys mens hockey team instructed isolate testing positive coronavirus,197.0,441.0,1,1,1
2647,us covid19 cases surpass 8 million oneweek average new daily cases 55 month,443.0,700.0,1,1,2
2648,14th person charged alleged domestic terrorism plot kidnap michigan gov gretchen whitmer according state attorney generals office,988.0,2800.0,1,1,3
2649,follow live trump biden face questions voters competing town halls trump objected virtual debate,98.0,404.0,1,0,1
2650,antiviral drug remdesivir little effect mortality hospitalized patients covid19 says doesn’t seem help patients recover faster,529.0,968.0,1,0,1
2651,attack targeting military escort left least 14 dead pakistans southwestern province balochistan officials say,82.0,215.0,1,1,0
2652,former new jersey gov chris christie says spent seven days intensive care unit recovering covid19,430.0,1400.0,1,1,2
2653,grandfather charged death 18monthold granddaughter fell cruise ship last year pleaded guilty,130.0,483.0,1,1,1
2654,cspan suspended political editor steve scully admitted hed lied twitter feed hacked,458.0,1500.0,1,1,2
2655,federal communications commission draft regulations intended social media companies following petition earlier year trump administration agencys chairman says,151.0,265.0,1,1,1
2656,american tennis player sam querrey scrutiny leaving russia private jet testing positive covid19,132.0,406.0,1,1,1
2657,cdcs ensemble forecast projects 240000 us covid19 deaths nov 7,323.0,547.0,1,0,2
2658,joe biden still participate tonights abc town hall following news staffer kamala harris tested positive covid19 follow live updates,206.0,1100.0,1,0,2
2659,biden campaign halts kamala harris travel weekend communications director flight crew member test positive covid19,388.0,1600.0,1,1,3
2660,senate judiciary republicans set oct 22 vote amy coney barretts supreme court nomination rejecting democrats call delay,192.0,437.0,1,0,2
2661,outside witnesses offer arguments confirmation trumps supreme court nominee amy coney barrett final day senate hearings,70.0,240.0,1,1,1
2662,french president emmanuel macron announces curfew paris cities starting saturday curb spread covid19,416.0,1100.0,1,0,2
2663,state police investigating incident pennsylvania second lady gisele barreto fetterman filmed woman calling nword outside braddock grocery store,184.0,681.0,1,1,1
2664,police officer fatally shot knifewielding man pennsylvania last month justified opening fire face criminal charges lancaster district attorney says,88.0,456.0,1,1,1
2665,patricia mark mccloskey st louis homeowners pointed guns protesters plead guilty weapons evidence tampering charges,127.0,347.0,1,1,2
2666,idaho college investigates reports students intentionally contracting covid19 sell plasma,736.0,932.0,1,0,2
2667,italy records highest daily coronavirus case increase since pandemic began,307.0,499.0,1,0,1
2668,new york state withhold funding local governments enforcing closures covid19 cluster areas gov andrew cuomo says,197.0,1000.0,1,0,2
2669,supreme court nominee amy coney barrett says shes never spoken favor affordable care act,181.0,428.0,1,0,2
2670,supreme court nominee amy coney barrett said one law would say one way another president right pardon,227.0,453.0,1,0,1
2671,manhattan district attorneys office files misdemeanor charge white woman called police black man birdwatching central park may revealing made second 911 call encounter,690.0,2500.0,1,1,2
2672,sen diane feinstein top democrat senate judiciary committee announced set outside witnesses appear committee final day amy coney barretts confirmation hearing,343.0,1500.0,1,0,3
2673,senators get second chance question trumps supreme court pick amy coney barrett 11hour session sidestepped saying shed rule key issues,144.0,528.0,1,1,3
2674,biden trump participate competing televised town halls night originally scheduled debate,274.0,821.0,1,1,3
