,tweets_Text,has_image,has_Link,tweets_ResponseCategory
6861,president trump released photo army delta force dog injured raid resulted death isis founder dog recovering name released,1,0,2
6862,los angeles officials issue mandatory evacuation orders close schools people near getty fire broke overnight sherman oaks neighborhood follow live updates,1,0,0
6863,eu granted uk flexible extension brexit process january 31 eu council president donald tusk says,1,0,0
6864,horse racing californias santa anita park euthanized sunday second horse put track weekend 36th since december,1,0,2
6865,california wildfires force thousands evacuate governor declares statewide emergency,1,0,0
6866,president trump confirms death isis leader abu bakr albaghdadi us raid syria follow live updates,1,0,2
6867,south africa defeats wales 1916 closely fought rugby world cup encounter reach third final,1,0,0
6868,two people killed least 10 others injured shooting greenville texas police say shooter still large,1,0,1
6869,isis leader abu bakr albaghdadi believed killed us military raid two sources say final confirmation still pending,1,0,2
6870,us military targeted leader isis abu bakr albaghdadi raid northwest syria saturday senior us official says,1,0,2
6871,catholic bishops approved proposal allowing married men ordained priests amazon region shortage priests pope francis would approve historic change,1,0,2
6872,man charged uk police manslaughter deaths 39 people found truck trailer outside london,1,0,1
6873,least two people died baja california wildfires ravaged cities us mexico border,1,0,0
6874,former blackjewel coal miners including kentucky blocked coal train moving finally paid friday layoff months protests,1,0,0
6875,pentagon awards 10 billion cloud computing contract microsoft frequent trump target amazon considered favorite,1,0,1
6876,10 students invited crowd 200 people president trumps speech historically black college,1,0,2
6877,trump organization considering selling threeyearold hotel downtown washington,1,0,1
6878,house impeachment investigators issue subpoenas three trump officials sign democrats trying compel testimony people apparently reluctant appear,1,0,1
6879,eight people killed apparent shooting spree military base siberia russia’s top law enforcement agency says,1,0,0
6880,actress felicity huffman released serving 11 days twoweek sentence federal prison role college admissions scandal,1,0,2
6881,man woman arrested connection deaths 39 people truck container found northern england police say,1,0,0
6882,attorney general william barrs probe intelligence origins 2016 trumprussia investigation criminal investigation source says,1,0,2
6883,former apprentice contestant accused donald trump sexually assaulting 2007 presented evidence new court filing back claims,1,0,2
6884,two people charged capital murder connection death 3yearold kamille cupcake mckinney official says,1,0,0
6885,houston astros assistant general manager brandon taubman fired accused verbally accosting women journalists team said,0,0,1
6886,sen lindsey graham introduces resolution cosponsored mitch mcconnell condemning house impeachment process calling lawmakers vote initiate formal inquiry,1,0,2
6887,white house urging federal agencies cancel subscriptions new york times washington post white house press secretary says,0,0,2
6888,former president jimmy carter released hospital treatment pelvic fracture sustained fall home,1,0,0
6889,rep tim ryan drops 2020 presidential race ending bid failed gain traction among betterfinanced recognizable democrats,1,0,1
6890,uk prime minister boris johnson calls lawmakers agree december 12 election price extending debate brexit deal follow live updates,1,0,0
6891,kincade fire explodes 10000 acres continues burn uncontrollably california officials say 1700 people mandatory evacuation sonoma county,1,0,0
6892,uk police say 39 people found dead back truck essex chinese theyre scrambling establish chain events,1,0,2
6893,four victim families reached settlement boeing lion air plane crash killed 189 people,1,0,0
6894,man charged murder two brothers vanished visited farm authorities say,1,0,0
6895,florida state senate votes remove sheriff scott israel office following departments response two mass shootingsin 2017 fort lauderdale airport 2018 marjory stoneman douglas high school parkland,0,0,0
6896,author parenting book sentenced three weeks prison agreeing pay 50000 proctor take act exam son part college admissions scam,0,0,1
6897,remains found alabama landfill identified missing 3yearold kamille cupcake mckinney police say,0,0,1
6898,house republicans stormed closeddoor deposition subsequent 5hour delay pentagon officials testimony started follow live updates,1,0,1
6899,federal judge gave state department 30 days release ukrainerelated records including communications secretary state mike pompeo rudy giuliani,0,0,0
6900,driver truck found 39 bodies container grays england identified local councillor follow live updates,1,0,0
6901,group house republicans stormed closeddoor deposition refuses leave claiming theyve left impeachment process follow live updates,1,0,2
6902,igor fruman lev parnas two men served rudy giulianis conduit ukraine plead guilty charges funneled foreign money us campaign coffers,1,0,0
6903,president trump says us lifting sanctions turkey imposed last week country launched offensive syria,1,0,2
6904,remains found alabama landfill identified missing 3yearold kamille cupcake mckinney police say,0,0,1
6905,house republicans stormed closeddoor deposition subsequent 5hour delay pentagon officials testimony started follow live updates,1,0,1
6906,federal judge gave state department 30 days release ukrainerelated records including communications secretary state mike pompeo rudy giuliani,0,0,0
6907,driver truck found 39 bodies container grays england identified local councillor follow live updates,1,0,0
6908,group house republicans stormed closeddoor deposition refuses leave claiming theyve left impeachment process follow live updates,1,0,2
6909,igor fruman lev parnas two men served rudy giulianis conduit ukraine plead guilty charges funneled foreign money us campaign coffers,1,0,0
6910,president trump says us lifting sanctions turkey imposed last week country launched offensive syria,1,0,2
6911,police launched murder investigation 39 people found dead truck container southeast england,1,0,0
6912,longtime oakland raiders defensive back willie brown died 78,1,0,0
6913,federal judge refused dismiss lawsuit filed city chicago actor jussie smollett court documents show,1,0,2
6914,boris johnsons plan fasttrack brexit process thwarted parliament must decide whether seek election,1,0,0
6915,lori loughlin husband mossimo giannulli join others face additional bribery charge pleading guilty college admissions scam,1,0,2
6916,uk lawmakers agree advance prime minister johnsons brexit legislation knifeedge vote next fasttrack timetable,1,0,0
6917,one person injured shooting high school santa rosa california police say suspect still large,1,0,0
6918,british prime minister says lawmakers block brexit timetable vote today hell abandon legislation push election follow live updates,1,0,0
6919,justin trudeaus liberal party projected win canadas general election cbc news ctv news say,1,0,1
6920,african american security guard wisconsin fired asking student call nword reinstated,1,0,2
6921,man allegedly barged wedding new hampshire church shot bride bishop charged assaulting attorney jail official says,0,0,1
6922,house democrats stopped gopled effort censure intelligence chairman schiff characterization call trump ukraines leader,1,0,2
6923,los angeles fire department orders mandatory evacuations fire rips across hillside affluent pacific palisades area,1,0,0
6924,israeli pm netanyahu abandons efforts form coalition government inconclusive elections making way chief rival try,1,0,0
6925,joe biden top target russians building network accounts designed look like groups swing states new facebook data shows,1,0,2
6926,uk parliament speaker john bercow refuses give permission another vote prime minister boris johnsons brexit deal,1,0,0
6927,four parents initially fought charges college admissions scam plead guilty hearings today prosecutors say,1,0,0
6928,west point cadet missing along m4 rifle military academy said military federal state local agencies conducted extensive searches locate man,0,0,1
6929,thomas dalesandro iii former baltimore mayor brother democratic house speaker nancy pelosi died,0,0,2
6930,three us soldiers killed three others injured training accident army base georgia,0,0,0
6931,largest withdrawal us troops syria underway us defense secretary mark esper said forces repositioned iraq though another official described location fluid,0,0,2
6932,acting white house chief staff mick mulvaney says trump never discussed potential resignation following defiant press conference last week,1,0,1
6933,harry meghan duke duchess sussex take break royal duties towards end year dividing time us uk royal source says,1,0,2
6934,turkishbacked forces broke ceasefire friday first day us official says follow live updates,0,0,2
6935,british lawmakers voted put decision boris johnsons deal legally forcing ask eu another brexit delay,0,0,0
6936,british lawmakers holding first saturday parliamentary sitting 37 years debate vote prime minister boris johnsons new brexit deal follow live updates,0,0,0
6937,tropical storm nestor continues bring heavy rain strong winds storm surges parts florida gulf coast national hurricane center expects nestor move inland florida panhandle next,1,0,0
6938,chilean president sebastián piñera declared state emergency days violent protests countrys capital,1,0,0
6939,burial atatiana jefferson fatally shot fort worth police officer delayed father granted temporary restraining order according court records,1,0,0
6940,another person died outbreak legionnaires disease north carolina bringing death toll four,1,0,0
6941,jury recommends death penalty hollywood ripper charmed female victims breaking homes stabbing death,0,0,0
6942,rep elijah cummings body lie state national statuary hall us capitol next week,0,0,1
6943,energy department wont comply impeachment subpoena three house committees,0,0,1
6944,president trump nominate deputy energy secretary dan brouillette energy secretary pick,0,0,0
6945,republican john kasich says believes trump deserves impeached hes learned withholding military aid ukraine,0,0,2
6946,supreme court agrees take major immigration case rights asylum seekers challenge expedited removal orders,0,0,0
6947,tropical storm nestor forecast bring dangerous storm surge winds slams florida panhandle saturday,0,0,0
6948,real estate developer robert flaxman sentenced one month prison paying 75000 inflate daughters act scores part massive college admissions scandal,0,0,1
6949,white house acting chief staff mick mulvaney announces 2020 g7 summit held trumps doral florida resort,1,0,2
6950,leaders 27 eu countries formally endorsed new brexit agreement british parliament still vote deal go forward,1,0,0
6951,final simulator tests 737 max expected begin next month sign work fix planes flight control software nearing completion,1,0,0
6952,chicago teachers strike leaving 300000 kids limbo,1,0,1
6953,boxer patrick day dies four days knocked bout charles conwell,0,0,2
6954,democratic leaders say syria talks broke trump meltdown called speaker pelosi thirdrate politician,1,0,2
6955,mother paid 15000 cheat sons act tried claim minority status sentenced 3 weeks prison part college admissions scam,0,0,1
6956,game 4 american league championship series houston astros new york yankees postponed due inclement weather,1,0,0
6957,united auto workers union reached tentative deal general motors end 31day strike nearly 50000 workers,1,0,0
6958,potential bomb cyclone quickly taking shape getting ready wallop northeast,1,0,1
6959,offduty nypd sergeant died suicide becoming 10th department year,1,0,0
6960,washington nationals going world series first time beating st louis cardinals resounding fourgame sweep,1,0,0
6961,bernie sanders expected pick trio soughtafter progressive endorsements reps alexandria ocasiocortez ilhan omar rashida tlaib,1,0,2
6962,third person died outbreak legionnaires disease north carolina state health officials say,1,1,0
6963,bernie sanders expected pick trio soughtafter progressive endorsements reps alexandria ocasiocortez ilhan omar rashida tlaib,1,0,2
6964,third person died outbreak legionnaires disease north carolina state health officials say,1,1,0
6965,two people police custody disappearance kamille cupcake mckinney birmingham alabama charged unrelated cases citys police chief says,1,1,0
6966,watch live dozen democrats vying partys nomination take debate stage night firsts,1,0,1
6967,actress felicity huffman reports federal prison serve twoweek sentence role college admissions scam,1,0,2
6968,governor puerto rico called urgent meeting six people killed mass shooting,1,0,0
6969,fort worths interim police chief apologizes killing atatiana jefferson shot home officer wellness check,1,0,1
6970,bulgarias soccer chief resigns fans subjected england players monkey chants nazi salutes key international game,1,0,0
6971,hunter biden told abc news used poor judgment serving board ukrainian company nothing wrong,1,0,2
6972,man california went police department said hed killed four people one bodies car three apartment 200 miles away police say police havent identified victims suspect,1,0,1
6973,texas police officer shot killed woman home charged murder,1,0,2
6974,federal judge ruled virginia law requiring couples reveal race applying marriage license unconstitutional,1,0,2
6975,president trump signals hes close imposing tariffs steel turkey placing sanctions officials struck syria,1,0,2
6976,police officer accused shooting killing atatiana jefferson window home resigned may face charges fort worth texas interim police chief says,1,0,2
6977,georgia police officer found guilty murder charges 2015 shooting death unarmed naked veteran found guilty four lesser charges,1,0,1
6978,american tennis phenom coco gauff 15 wins first tennis title linz austria becoming youngest wta winner since 2004,0,0,0
6979,rescuers resume search worker trapped rubble day collapse hotel construction new orleans,0,0,0
6980,kenyas brigid kosgei set new womens marathon world record chicago unofficial time 2 hours 14 minutes 4 seconds besting record set 2003 britains paula radcliffe,0,0,0
6981,proturkish forces cut main road east west syrian kurdish territory effectively cutting city kobani us troops based,0,0,2
6982,neighbor custody shot five people four fatally apartment building chicago police say,0,0,1
6983,incumbent louisiana governor john bel edwards forced runoff republican businessman eddie rispone cnn projects,1,0,1
6984,us ambassador eu testify denial quid pro quo ukraine call came trump washington post reports,1,0,2
6985,house conducts impeachment inquiry president trump says hes considering suing speaker nancy pelosi rep adam schiff chairman intelligence committee,1,0,2
6986,least two people confirmed dead wildfires southern california officials say multiple fires still burning area,1,0,0
6987,least one person killed three missing new orleans partial collapse construction site hard rock hotel officials say,1,0,2
6988,person custody shooting church pelham new hampshire left least one person wounded police chief says,1,0,0
6989,shooting utica avenue brooklyn left least four people dead least three injured follow live updates,0,0,1
6990,kenyas eliud kipchoge becomes first person ever run marathon two hours,0,0,1
6991,man convicted texas killing six members exwifes family sentenced death,0,0,1
6992,kevin mcaleenan resigns acting homeland security secretary,0,0,1
6993,man held deadly shooting attack near german synagogue confesses says actions motivated antisemitic rightwing views,1,0,0
6994,police manchester england say four people injured stabbing shopping mall five previously said,1,0,0
6995,12000 homes northern los angeles mandatory evacuation orders saddleridge fire explodes 4000 acres follow live updates,1,0,0
6996,40yearold man taken custody five people stabbed shopping mall manchester england police say,1,0,0
6997,ethiopian prime minister abiy ahmed wins 2019 nobel peace prize pursued audacious peace deal longtime foe eritrea,1,0,1
6998,senior adviser secretary state mike pompeo resigned two sources tell cnn,1,0,2
6999,another person died legionnaires disease linked hot tub display north carolina fair,1,0,0
7000,least four national security officials raised concerns trumps ukraine approach july call washington post reports,1,0,1
7001,san jose california says pge power shutoffs cost city least half million dollars,1,0,0
7002,rudy giuliani reportedly said flying city two associates headed arrested night,1,0,2
7003,house democrats subpoena energy secretary rick perry key documents regarding trumps contacts ukraine,1,0,1
7004,house appropriations committee chairwoman nita lowey announces seek reelection three decades congress,1,0,0
7005,florida man convicted manslaughter dispute parking spot sentenced 20 years prison case drew notice authorities didnt initially arrest michael drejka citing states stand ground law,1,0,1
7006,tip top poultry expands recall readytoeat products due possible listeria contamination meat processed january september sold kroger aldi food lion stores,1,0,0
7007,two associates rudy giuliani linked efforts ukraine investigate joe biden arrested violating campaign finance rules,1,0,2
7008,turkey ramps attacks syria reportedly targets us ally fighting isis launching land operation addition earlier airstrikes,1,0,2
7009,defense intelligence agency employee topsecret security clearance arrested charged leaking classified information two reporters one relationship according court documents,0,0,1
7010,chaotic scenes unfolding northern syria civilians flee turkeys military operation move kurdish forces away border follow live updates,1,0,2
7011,ongoing police activity german village wiedersdorf two people fatally shot nearby halle follow live updates,1,0,0
7012,turkey launches military offensive northeast syria turkish president erdogan says operation starts days trump administration said pulling us troops back area,1,0,2
7013,two people killed shooting near synagogue eastern germany police say,1,1,0
7014,2019 nobel prize chemistry awarded john b goodenough stanley whittingham akira yoshino research improving battery technology,1,1,0
7015,trump directed top officials administration talk rudy giuliani ukraine early may sources say going around official channels,1,0,2
7016,two california utilities said may cut power 900000 customers days starting wednesday morning dry winds could cause fires outages could affect everything medical devices street lights authorities say,1,0,2
7017,house democrats subpoenaed us ambassador european union trump administration blocked testifying congress today,1,0,1
7018,white house says letter wont cooperate current impeachment probe daring vote formal inquiry,1,0,2
7019,couple paid 125000 boost daughters act sat scores gets one month prison latest sentence college admissions scam,0,0,1
7020,joshua brown key witness murder trial former dallas police officer shot killed drug deal gone wrong police say identify suspects case,1,0,2
7021,nearly 1 million migrants apprehended deemed inadmissible along usmexico border fiscal year 2019 customs border protection says,1,0,0
7022,house democrats subpoena pentagon office management budget documents related holdup foreign aid ukraine,0,0,0
7023,federal judge dismisses trumps lawsuit block subpoena eight years tax returns,1,0,2
7024,nobel prize medicine jointly awarded william kaelin jr sir peter ratcliffe gregg semenza work human cells adapt availability oxygen,1,1,0
7025,turkey send troops northern syria us pulls area white house says,1,1,1
7026,actor comedian rip taylor known overthetop personality love confetti died 84,1,0,1
7027,former president jimmy carter get stitches fall home georgia,1,0,1
7028,suspect charged murder deaths four homeless nyc men attacked slept,1,0,0
7029,talks united auto workers union general motors taken turn worse unions chief negotiator says,1,0,0
7030,police believe possibly two suspects overnight shooting tequila kc bar kansas city kansas left least four people dead follow live updates,1,0,0
7031,lawyer first whistleblower came forward accusations concerning trumps ukraine interactions says hes representing second whistleblower regarding presidents actions,1,0,2
7032,ginger baker one rocks gifted drummers helped form supergroup cream eric clapton jack bruce dies 80,1,0,1
7033,four people killed shooting kansas according tweet kansas city police department,1,0,1
7034,key witness amber guyger murder trial neighbor botham jean shot death dallas,1,0,2
7035,thirtyseven people injured doubledecker bus overturned south england police say,1,0,0
7036,four homeless men killed manhattan police say investigators believe hit metal object sleeping,1,0,2
7037,investigation paris knife attack forwarded french terrorism prosecutors source prosecutors office says,1,0,0
7038,house democrats seeking documents mike pence part impeachment investigation trump call ukraine president,1,0,1
7039,two gang members accused luring 9yearold chicago alley kill revenge found guilty firstdegree murder,1,0,1
7040,diahann carroll pioneering actress best known roles series dynasty julia died 84,1,0,1
7041,us economy added 136000 jobs september line expected unemployment rate fell 35 lowest since 1969,1,1,1
7042,irs whistleblower report involves treasury political appointee trying interfere presidential tax audit washington post reports,1,0,1
7043,least three people hurt shooting vancouver washington apartment building seniors,1,0,0
7044,president trump raised joe bidens political prospects chinese president june call housed highly secure server,1,0,2
7045,president trump ordered removal us ambassador ukraine wall street journal reports,1,0,1
7046,police vancouver washington responding shooting apartment building department says,1,0,0
7047,sports illustrated cutting 40 members staff part restructuring plan,1,0,0
7048,trumps exenvoy told lawmakers warned giuliani ukraine claims bidens werent credible washington post reports,1,0,1
7049,vatican investigating diocese buffalo whose bishop accused mishandling sexual abuse allegations,1,0,0
7050,1000 cases vapingrelated lung injuries across united states cdc says,1,0,1
7051,authorities extend curfew iraqi cities death toll three days protests rises least 34 officials activists say,1,0,0
7052,30000 chicago public school teachers plan strike october 17 demands arent met school district,1,0,1
7053,least four people killed attack inside paris police headquarters attacker according authorities longtime administrative employee police follow live updates,1,0,1
7054,least one officer dead attack inside police headquarters paris île de la cité island seine center city lockdown follow live updates,1,0,0
7055,attacker knife injured least two officers inside paris police headquarters shot dead follow live updates,1,0,0
7056,two police officers seriously injured knife attack inside police headquarters paris police source says immediate word motive,1,0,0
7057,military training exercise camp shelby left least eight paratroopers injured several trees army official says,1,1,0
7058,least seven dead wwiiera b17 bomber crashed connecticut airport,1,0,1
7059,state departments inspector general provided congress packet dozens pages documents,1,0,1
7060,former dallas officer amber guyger sentenced 10 years prison found guilty murder shooting death black neighbor apartment,1,0,2
7061,bill bidwill longtime arizona cardinals owner dies 88,0,0,0
7062,justice department tells white house preserve presidential records including notes trumpforeign leader calls,1,0,2
7063,least seven dead wwiiera b17 bomber crashed connecticut airport,1,0,1
7064,state departments inspector general provided congress packet dozens pages documents,1,0,1
7065,former dallas officer amber guyger sentenced 10 years prison found guilty murder shooting death black neighbor apartment,1,0,2
7066,bill bidwill longtime arizona cardinals owner dies 88,0,0,0
7067,justice department tells white house preserve presidential records including notes trumpforeign leader calls,1,0,2
7068,state departments inspector general arrived capitol hill requesting urgent briefing senior congressional staff,1,0,1
7069,actress stacey dash entered written plea guilty domestic battery charge pasco county florida court documents show,1,0,1
7070,least six people injured wwiiera plane crashed burst flames connecticut airport follow live updates,1,0,0
7071,least 25 malian soldiers killed 60 missing militants attacked two army camps central mali countrys government says,1,0,0
7072,person 60s died eastern equine encephalitis connecticut health officials said 10th nationwide,1,0,0
7073,federal judge blocked california law requiring presidential candidates including trump disclose tax returns appear primary ballot,1,0,2
7074,former test administrator expected plead guilty testify others called college admissions scandal,1,0,0
7075,president trump suggested shooting migrants legs slow southern border new york times reports,1,0,2
7076,state department inspector general requests urgent hill briefing ukraine documents,1,0,1
7077,protests peru president vizcarra dissolves congress prompting rebel lawmakers suspend appoint another leader,0,0,0
7078,former dallas police officer amber guyger found guilty murder shooting death neighbor botham jean follow live updates,1,0,2
7079,459foot bridge collapsed northeast taiwan sending oil tanker water killing least two people,1,0,0
7080,suspect custody police say used bladed weapon attack left one person dead 10 others injured vocational school complex kuopio finland,1,0,0
7081,hong kong police say 18yearold man injured near shoulder officer fired live round demonstrations say sent hospital conscious follow live updates,1,0,1
7082,least one person killed several others injured police say violent incident school complex kuopio finland,1,1,0
7083,man detained outside uks parliament covering appeared gasoline london police say,1,0,0
7084,grammywinning international opera star jessye norman dies 74,1,0,0
7085,rare statement intelligence community watchdog debunks whistleblower conspiracy pushed trump republicans,1,0,2
7086,health officials announce nebraskas first death due severe lung disease linked vaping bringing nationwide total confirmed deaths 14,1,0,1
7087,secretary state pompeo july call trump ukraines president thats come scrutiny whistleblower complaint source says,0,0,1
7088,trump pressed australia’s prime minister recent call help attorney general barrs review russia probes origins official says,0,0,2
7089,police say fatal shooting nypd officer sunday result friendly fire struggle apprehend suspect,1,0,0
7090,house intel committee subpoenaed rudy giuliani ukrainerelated documents,1,0,2
7091,republican rep chris collins resign plans plead guilty insider trading case,1,0,1
7092,last four inmates escaped ohio jail captured north carolina,1,0,0
7093,kentucky coal miners began blocking tracks train late july company worked filed bankruptcy ended protest cumberland mayor charles raleigh says,0,0,0
7094,mexican music icon josé josé known prince song died countrys government says 71,0,0,1
7095,police arrested seven teens fatal stabbing 16yearold khaseen morris onlookers recorded shared social media,0,0,2
7096,federal judge blocked trump administrations plan expand procedure speed deportations undocumented immigrants,0,0,1
7097,white house restricted access trumps calls putin saudi crown prince according people familiar matter,1,0,2
7098,washington gov jay inslee calls state impose emergency ban flavored vaping products,1,0,1
7099,federal judge blocks trump administrations proposal detain undocumented families together indefinitely,1,0,0
7100,secretary state mike pompeo subpoenaed three house committees failure produce documents ukraine,0,0,1
7101,two new cdc reports highlight prevalence products containing thc mysterious growing outbreak lung injuries linked vaping,0,0,0
7102,white house acknowledges officials directed ukraine call transcript filed separate classified system follow live updates,1,1,2
7103,natural gas leak forced people evacuate homes lawrence massachusetts city hit gas explosions 2018,0,0,0
7104,judo star olympic hopeful jack hatton dies 24,1,0,0
7105,third parent sentenced college admissions scam gets 4 months prison,0,0,1
7106,federal aviation administration didnt ensure boeing adequately planned pilot response 737 max system failures ntsb says,0,0,0
7107,inspector general intelligence communitys report whistleblower complaint president trump ukraine released read,0,0,1
7108,massachusetts department public health says fourth person died eastern equine encephalitis bringing nationwide total 10 deaths,1,0,0
7109,person died vapingrelated illness georgia bringing total known number deaths tied vaping united states 10,1,0,2
7110,officials rockland county new york say measles outbreak sickened 312 people,1,0,0
7111,watch live president trump talks reporters impeachment inquiry ukraine call log whistleblower complaint thats delivered congress,1,1,1
7112,whistleblower complaint hand delivered senate senate intelligence chairman richard burr says follow live updates,1,0,0
7113,whistleblowers complaint delivered afternoon senate according republican sen john cornyn follow live updates,1,0,1
7114,watch live president trump meets ukraine president zelensky transcript call released,1,1,0
7115,british pm boris johnson challenges opponents either take government let get delivering brexit october 31 follow live updates,1,0,0
7116,president trump says july call ukrainian president nothing call pressure follow live updates,1,0,1
7117,white house transcript shows trump repeatedly pushed ukraine investigate joe biden son july 25 phone call,1,0,2
7118,landmark un report warns sea levels rise faster projected 2100,1,1,1
7119,white house preparing release whistleblower complaint congress early wednesday two sources say,1,0,2
7120,robert hunter man behind many grateful deads iconic lyrics died 78,0,0,0
7121,president trump tweeted minutes pelosis impeachment inquiry announcement calling witch hunt garbage,1,0,2
7122,uk prime minister boris johnson says strongly disagrees supreme court ruling suspension parliament unlawful follow live updates,1,0,1
7123,uk house commons speaker john bercow calls parliament return wednesday says welcomes supreme courts judgment follow live updates,1,0,0
7124,boris johnsons advice queen suspend parliament unlawful uk supreme court says unanimous historic decision,1,1,1
7125,60magnitude earthquake shook puerto rico striking coast island atlantic ocean,1,1,1
7126,pharmaceutical company expands voluntary recall two blood pressure medications trace amounts potentially cancercausing impurity found testing,1,0,0
7127,north carolina sheriff indicted allegations ignored encouraged plot kill one deputies suspended investigation,1,0,0
7128,russian man federal authorities say played role largest theft customer data us financial institution history pleads guilty variety charges sentenced february,1,0,0
7129,least 40 civilians attending wedding killed afghan military forces struck taliban hideout building adjacent ceremony,1,0,0
7130,us army soldier discussed bombing major american news networks headquarters also named beto orourke possible target arrested weekend court documents show,1,0,0
7131,mysterious illness thought sonic attack hit us canadian diplomats 2016 havana cuba likely connected insecticides sprayed fight zika virus new study says,1,0,0
7132,democratic national committee raising bar candidates get debate stage november,1,0,1
7133,former nba player andre emmett 37 shot killed monday morning dallas altercation front house police say,1,0,0
7134,iranian president rouhani meet us president trump un countrys foreign minister said,1,0,1
7135,climate activist greta thunberg 15 young people file human rights complaint united nations five countries climate crisis,1,0,2
7136,climate change activists block key intersections across washington snarling many peoples morning commute,1,0,1
7137,fleabag wins big comedy category game thrones takes top drama prize billy porter makes history emmys,1,0,0
7138,police say overdose deaths pittsburgh apartment isolated location victims wearing orange wrist bands stoking initial concerns widespread health emergency,1,0,0
7139,three people dead four others hospitalized pittsburgh police calling medical situation victims wearing orange wrist bands,1,0,1
7140,new york city fire department responding allhands fire near times square manhattan currently reports injuries,1,0,0
7141,tropical storm karen sustained winds 40 mph forms east windward islands tropical storm warning issued trinidad tobago along grenada dependencies,1,0,0
7142,police searching shooter left six people wounded two critically downtown indianapolis,1,0,1
7143,elizabeth warren surges iowa first choice 22 likely caucusgoers joe biden’s support fades 20 cnndes moines register poll finds,1,0,2
7144,dozens people injured 56magnitude earthquake struck along albanias central coast,1,0,0
7145,chicago police officer surgery shot morning shooter loose authorities say,1,0,1
7146,least one person opened fire south carolina bar early saturday killing two injuring eight others fleeing authorities say,1,0,1
7147,paris police use tear gas prevent yellow vest protesters gathering 45th weekend,1,0,0
7148,thirteen us marines charged involvement human smuggling operations marine corps says,1,0,1
7149,new england patriots say released wide receiver antonio brown sued allegations rape sexual assault brown denies accusations,1,0,1
7150,least four people killed bus involved crash near utahs bryce canyon national park officials say,1,0,0
7151,walmart says stop selling ecigarettes number deaths tied vaping grows decision also applies sams club warehouse stores,1,0,2
7152,federal judge temporarily halts california law would force trump release tax returns qualify ballot,1,0,1
7153,emily clyburn civil rights activist wife house majority whip rep jim clyburn dies 80,1,0,0
7154,house passes shortterm funding bill avert government shutdown november still go senate signed trump,1,0,0
7155,jerry strengthens category 1 hurricane tropical storm watches effect barbuda anguilla st maarten st martin st barthelemy saba st eustatius,1,0,0
7156,weather service warning lifethreatening flash flooding parts southeastern texas jefferson county people gilbert lake estates told evacuate levee poised break follow live updates,1,0,0
7157,trump sues try stop tax returns sent ny prosecutor,1,0,2
7158,rainfall rates texas reaching high 5 6 inches per hour tropical depression imelda follow live updates,1,0,0
7159,tropical depression imelda causing serious flash flooding counties north east houston deluges southeastern texas third straight day,1,0,0
7160,iran foreign minister javad zarif threatens allout war event us saudi military strike country,1,0,2
7161,canadian prime minister justin trudeau wore brownface arabian nights school event 2001 spokesperson party confirms,1,0,2
7162,acting director national intelligence joseph maguire agrees testify house intelligence committee initially refusing testify hand whistleblower complaint,1,0,0
7163,secretary state mike pompeo without providing details blames iran saudi oil attacks saying act war follow live updates,1,0,2
7164,president trump revokes californias authority set vehicle emissions standards gov gavin newsom already said challenge move court,1,0,2
7165,british airways pilots call plans september 27 strike dispute airline pay earlier month pilots strike forced airline cancel virtually flights two days,1,0,0
7166,least 26 children two teachers dead fire boarding school paynesville city liberia government spokesman says,1,0,0
7167,mlb star felipe vázquez arrested allegedly soliciting child unlawful sexual conduct authorities say,1,0,0
7168,trump administration preparing revoke californias authority set vehicle emission standards,1,0,2
7169,justice department sues edward snowden leaked us intelligence secrets 2013 allegedly breaking secrecy agreements new book week,1,0,0
7170,extrump campaign manager corey lewandowski testifies house judiciary panel told white house answer certain questions follow live updates,1,0,1
7171,least 48 people killed two separate suicide bombings afghanistan one election rally parwan province another near us embassy kabul,1,0,0
7172,indonesia raises minimum age women marry 19 effort curb child marriage country,1,0,1
7173,veteran journalist abc news political commentator cokie roberts dies 75,1,0,1
7174,jeopardy host alex trebek says hes restarting chemotherapy doctors orders setback pancreatic cancer battle,1,0,1
7175,pentagon identifies sgt 1st class jeremy w griffin 40 greenbrier tennessee green beret killed action monday afghanistan,1,0,1
7176,disgraced cardinal george pell take case australias high court final attempt overturn conviction five charges child sexual assault,0,0,0
7177,white house says two former senior aides immunity testifying house judiciary committee tomorrow tells extrump campaign manager corey lewandowski answer questions,1,0,2
7178,10yearold texas girl contracted braineating amoeba swimming lake river near waco died family school say,1,0,2
7179,florida woman four children missing weeks found dead southeast georgia police say,1,0,1
7180,saturday night live fired one recent hires shane gillis days videos comedian making bigoted comments came light,0,0,2
7181,ric ocasek lead singer cars died heart disease new york medical examiners office says 75,0,0,0
7182,nearly 50000 gm workers strike heres want follow live updates,1,0,1
7183,purdue pharma filed chapter 11 bankruptcy new york part framework settling litigation multiple states governments,1,1,0
7184,humberto upgraded hurricane moves east atlantic ocean away land,1,1,0
7185,united auto workers union went strike general motors first work stoppage us auto industry 12 years,1,1,1
7186,ric ocasek lead singer rock band cars died new york police say,1,0,1
7187,president trump approves use us emergency oil supply prices rose much 18 following air strikes saudi oil facilities,1,0,1
7188,strikes saudi oil facilities likely came within iraq iran senior us official says,1,0,2
7189,police say dont think burning 119yearold synagogue duluth minnesota hate crime one person arrested connection fire,1,0,0
7190,young sperm whale died came onto beach sunday ocean city maryland onlookers tried push whale back ocean national aquarium sent team try help,1,0,1
7191,new yorks governor says state banning flavors ecigarettes except tobacco menthol,1,0,2
